  0.125000 -0.208333  1.000000
  0.041667 -0.041667  1.125000
  0.083333 -0.041667  1.125000
  0.083333 -0.041667  1.166667
  0.041667 -0.041667  1.250000
  0.041667 -0.041667  1.375000
  0.041667 -0.041667  1.458333
  0.083333 -0.041667  1.583333
  0.083333 -0.041667  1.625000
  0.083333 -0.083333  1.666667
  0.083333 -0.083333  1.708333
  0.083333 -0.083333  1.750000
  0.083333 -0.083333  1.708333
  0.083333 -0.083333  1.625000
  0.083333 -0.083333  1.541667
  0.041667 -0.083333  1.458333
  0.000000 -0.041667  1.375000
  0.000000 -0.041667  1.250000
  0.000000 -0.041667  1.125000
  0.000000  0.000000  1.000000
  0.000000  0.041667  0.833333
  0.000000  0.041667  0.708333
  0.000000  0.041667  0.625000
 -0.041667  0.041667  0.500000
 -0.083333  0.041667  0.416667
 -0.083333  0.041667  0.291667
 -0.125000  0.041667  0.166667
 -0.125000  0.041667  0.125000
 -0.166667  0.041667  0.125000
 -0.208333  0.000000  0.125000
 -0.250000  0.000000  0.125000
 -0.250000 -0.041667  0.166667
 -0.250000 -0.083333  0.208333
 -0.250000 -0.041667  0.250000
 -0.166667 -0.041667  0.291667
 -0.125000  0.000000  0.333333
 -0.125000  0.000000  0.458333
 -0.083333  0.000000  0.708333
 -0.083333  0.041667  0.833333
 -0.041667  0.083333  0.958333
 -0.041667  0.083333  1.000000
  0.000000  0.041667  1.083333
  0.041667  0.083333  1.166667
  0.083333  0.166667  1.375000
  0.208333  0.166667  1.583333
  0.208333  0.166667  1.833333
  0.166667  0.166667  1.958333
  0.166667  0.166667  2.125000
  0.083333  0.125000  2.250000
  0.041667  0.083333  2.208333
 -0.041667  0.083333  2.166667
 -0.166667  0.041667  2.000000
 -0.208333  0.041667  1.708333
 -0.125000  0.083333  1.500000
 -0.041667  0.166667  1.291667
 -0.041667  0.166667  1.041667
  0.000000  0.166667  0.833333
  0.041667  0.166667  0.708333
  0.041667  0.125000  0.583333
  0.041667  0.083333  0.458333
  0.000000  0.041667  0.458333
 -0.041667  0.000000  0.500000
 -0.041667 -0.041667  0.541667
 -0.083333 -0.083333  0.625000
 -0.083333 -0.125000  0.666667
